clean.id,Q1.2,Q1.3,Q1.4,home.country,work.only.us,Q1.5,Q1.5.factor,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_4_TEXT,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_3_TEXT,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q2.4_5,Q2.4_5_TEXT,Q2.5,Q2.6,Q4.1,num.country.responses,start.time,end.time,finished,done,survey.method,loop.number,Q3.2,work.country,Q3.3,Q3.4,Q3.5_1,Q3.5_2,Q3.5_3,Q3.5_4,Q3.5_5,Q3.5_5_TEXT,Q3.5_5_LawEnforcement,Q3.5_5_Education,Q3.5_5_DomesticGovernment,Q3.5_5_ReligiousGroups,Q3.5_5_Embassies,Q3.5_5_InternationalGroups,Q3.5_5_NGOs,Q3.5_5_Other,Q3.5_5_Media,Q3.5_5_ExperienceofSurviviors,Q3.5_5_PrivateSector,Q3.5_5_Unions,Q3.6,Q3.7,Q3.8,Q3.9_1,Q3.9_2,Q3.9_3,Q3.9_4,Q3.9_5,Q3.9_6,Q3.9_7,Q3.9_8,Q3.9_9,Q3.9_10,Q3.10,Q3.11,Q3.12,Q3.13,Interest,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18_1,Q3.18_2,Q3.18_3,Q3.18_4,Q3.18_4_TEXT,Q3.18_5,Q3.18_6,Q3.19,Q3.20,Q3.21_1,Q3.21_2,Q3.21_3,Q3.21_4,Q3.21_4_TEXT,LocalCommunity_3.21.1,LocalGovernment_3.21.2,Youth_3.21.3,Funding_3.21.4,NationalGovernment_3.21.5,ReligiousGroups.Churches._3.21.6,PrivateSector_3.21.7,Media_3.21.8,Victims_3.21.9,Universities_3.21.10,Police_3.21.11,Courts.Legal_3.21.12,Unions_3.21.13,Training_3.21.14,OtherOrgs_3.21.15,NGO.Interpretation_3.21.16,Other_3.21.17,Q3.22,Q3.23,Q3.24.Text,Q3.24_Negative.AgainstTIP,Q3.24_Negative.General,Q3.24_OfficalCommentsOnTIP.Gov.Context.,Q3.24_UnofficialCommentsOnTIP,Q3.24_NGOs.CSOs,Q3.24_AssessmentPurposes.General,Q3.24_Policy,Q3.24_Conferences.Meetings,Q3.24_Other,Q3.24_CommentMadeInOtherContext,Q3.24_Efforts,Q3.24_Media,Q3.24_Awareness,Q3.24_Research,Q3.25,Q3.26,Q3.27,Q3.28,Q3.29,Q3.30,work.country.clean,avg_tier,improve_tip,change_policy,total.funding,avg.funding,total.funding.ngos,avg.funding.ngos,total.freedom,positivity,importance,improvement,received.funding,us.involvement,us.hq,Q3.25_collapsed,home.region,work.region,home.iso3,work.iso3
1183,Organization 1183,Yes,122,Netherlands,No,5,5+,100,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,Yes,No,NA,1,2014-07-23T02:16:00Z,2014-07-23T02:23:00Z,1,1,Online,1,122,Netherlands,A lot,Daily,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mainly Middle and Eastern European countries,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,REDACTED,NA,NA,Don't know,Very hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Improved,No,NA,A little restricted,NA,Netherlands,1.0,0,-1,0.0,0.0,NA,NA,2,NA,NA,1,FALSE,TRUE,FALSE,NA,Europe,Europe,NLD,NLD
1505,"Public Movement Faith, Hope, Love",No,183,Ukraine,No,5,5+,92,NA,1,1,NA,NA,1,1,1,old people,1,1,1,1,NA,NA,Yes,Yes,NA,2,2014-07-23T08:50:00Z,2014-07-23T09:52:00Z,1,1,Online,1,183,Ukraine,A lot,Weekly,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US, Germany embassies ",US,Yes,1,1,1,1,1,1,1,1,NA,NA,"Us Embassy realizes the financial and technicak support for analisys of current legislation of Ukraine, support of the experts and specialists involved in ctreation and elaboration of the legislation in Ukraine. Involved NGOs and it's experience.",US Embassy convened training and workshops for multidisciplinar sphere and apart NGOs and government estructures.,"US Embassy organized actions, elaborated informational materials, hand-outs, city-lights, bill-boads etc.",throug the grant contests and durind realization of the grant programs.,NA,"realization of the round-tables, briefings, conferences attracting persons decision makers.",Organization of the study tours for them for learning the best experience.,in quality of the recommendation and proposals for more effective mechanisms of influence on the problem.,NA,1,1,1,NA,NA,NA,NA,Most important actor,Very hard,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,Improved,Yes,No,Very little restricted,NA,Ukraine,2.1785714285714284,0,2,11148028.0,271903.1219512195,1676782.0,128983.23076923077,6,1,2,1,TRUE,TRUE,FALSE,Positive,Europe,Europe,UKR,UKR
1505,"Public Movement Faith, Hope, Love",No,183,Ukraine,No,5,5+,92,NA,1,1,NA,NA,1,1,1,old people,1,1,1,1,NA,NA,Yes,Yes,NA,2,2014-07-23T08:50:00Z,2014-07-23T09:52:00Z,1,1,Online,3,88,Kazakhstan,Some,Sometimes,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Us Embassy realizes the financial and technicak support for analisys of current legislation of Ukraine, support of the experts and specialists involved in ctreation and elaboration of the legislation in Ukraine. Involved NGOs and it's experience.",US Embassy convened training and workshops for multidisciplinar sphere and apart NGOs and government estructures.,"US Embassy organized actions, elaborated informational materials, hand-outs, city-lights, bill-boads etc.",throug the grant contests and durind realization of the grant programs.,NA,"realization of the round-tables, briefings, conferences attracting persons decision makers.",Organization of the study tours for them for learning the best experience.,in quality of the recommendation and proposals for more effective mechanisms of influence on the problem.,NA,NA,NA,NA,NA,NA,1,NA,Don't know,Very hard,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,Improved,No,NA,Not restricted,NA,Kazakhstan,2.25,-1,8,7554219.0,236069.34375,110627.0,18437.833333333332,11,NA,NA,1,FALSE,FALSE,FALSE,NA,Europe,Asia and Oceania,UKR,KAZ
1469,Organization 1469,Yes,187,United States,No,5,5+,100,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,REDACTED,Yes,Yes,NA,2,2014-07-22T15:14:00Z,2014-07-23T12:03:00Z,1,1,Online,2,185,United Kingdom,Some,Sometimes,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Somewhat hard,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Improved,No,NA,Don't know,NA,United Kingdom,1.0,0,2,0.0,0.0,NA,NA,2,NA,NA,1,FALSE,FALSE,TRUE,NA,Americas,Europe,USA,GBR
1511,ong paicabi,No,35,Chile,No,1,1,39,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,No,No,NA,1,2014-07-23T13:07:00Z,2014-07-23T13:14:00Z,1,1,Online,1,35,Chile,A lot,Sometimes,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not an important actor,Very hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Improved,No,NA,Very little restricted,NA,Chile,1.9090909090909092,-1,6,42e4,3e4,NA,NA,2,NA,0,1,FALSE,FALSE,FALSE,NA,Americas,Americas,CHL,CHL
1213,SAINT | Security Sector Development,No,65,Germany,No,5,5+,14,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,Yes,No,"As essentail questioning point would not have been countries where organisations work but which organisations they work/consult with. My organisation is an advisor for UNODC and the OSCE, and several government development agencies as well as NGOs, but this has little relation to a specific country (as per the questionnaire).",1,2014-07-23T12:29:00Z,2014-07-23T13:31:00Z,1,1,Online,1,153,Serbia,A lot,Sometimes,NA,1,1,1,1,OSCE,0,0,0,0,0,1,0,0,0,0,0,0,"Switzerand, USA","USA (through USAID, INL & ICITAP)",Yes,1,1,1,1,1,1,1,1,NA,NA,Recommendations were made by the US Goveernment in 2006 to strengthen Anti-Human Trafficking Laws,"Indirectly through regional instruments and actors i..e. US-HQed and backed NGOs, which specialise in themes such as trafficking. As an example, American Bar Association (ABA ROLI)","Through direct lobbying government to government, or through NGO support (who in turn raise awareness in the regional, pulic and private sector. - through promotional campaigns, preventive education i.e. ""Identify and Assist"")","As I understand it no direct resources are being dedicated towards locally-owned initiaitve but rather through organisation such as UNODC, UN.GFT, OSCE and prominent US and I-NGOs.",NA,"Direct lobbying - most especially as Human Trafficking is part of Organised Crime, which goes hand-in-hand with corruption. Corruption causes lack of faith in governmental, resulting in instability, public unrest, which in turn can to insurgency and terrorism.",Normally through the INL programme and specialist CITAP adivsors.,Through policy lobbying,As already detailed.,NA,NA,NA,1,Immigrations and Customs Enforcement (ICE) - Mexico; FBI through UNODC; US Marshal through ICITAP,NA,NA,Somewhat important actor,Somewhat hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,Improved,No,NA,A little restricted,Lack of cooperation,Serbia,2.0416666666666665,0,8,2172669.0,83564.19230769231,314293.0,62858.6,4,1,1,1,FALSE,TRUE,FALSE,Positive,Europe,Europe,DEU,SRB
1367,Organization 1367,Yes,187,United States,No,3,3,100,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,Yes,NA,2,2014-07-23T15:17:00Z,2014-07-23T15:29:00Z,1,1,Online,2,44,Cyprus,Little,Never,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Don't know,Don't know,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,No,NA,Not restricted,NA,Cyprus,2.3181818181818183,0,3,320900.0,22921.428571428572,NA,NA,2,NA,NA,NA,FALSE,FALSE,TRUE,NA,Americas,Asia and Oceania,USA,CYP
1216,"Stop Trafficking Of People, Inc",No,187,United States,No,2,2,99,NA,1,NA,NA,NA,1,NA,1,young women and men,1,1,1,1,NA,NA,Yes,No,NA,2,2014-07-23T16:45:00Z,2014-07-23T17:00:00Z,1,1,Online,1,22,Bosnia and Herzegovina,A lot,Daily,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,and with the US State Department,NA,NA,Not an important actor,Not hard at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slowed down,No,NA,NA,NA,Bosnia and Herzegovina,2.107142857142857,0,6,4841468.0,179313.62962962964,1135515.0,113551.5,7,NA,0,-1,FALSE,TRUE,TRUE,NA,Americas,Europe,USA,BIH
1216,"Stop Trafficking Of People, Inc",No,187,United States,No,2,2,99,NA,1,NA,NA,NA,1,NA,1,young women and men,1,1,1,1,NA,NA,Yes,No,NA,2,2014-07-23T16:45:00Z,2014-07-23T17:00:00Z,1,1,Online,2,97,Liberia,A lot,Sometimes,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US Embassy in Liberia,NA,Yes,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,and with the US State Department,1,NA,Not an important actor,Not hard at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slowed down,No,NA,Somewhat restricted,NA,Liberia,2.2777777777777777,-1,5,1454700.0,103907.14285714286,1454700.0,363675.0,8,NA,0,-1,FALSE,FALSE,TRUE,NA,Americas,Africa,USA,LBR
1164,Organization 1164,Yes,192,Vietnam,No,2,2,50,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,1,REDACTED,Yes,Yes,NA,1,2014-07-23T20:50:00Z,2014-07-23T21:17:00Z,1,1,Online,1,192,Viet Nam,A lot,Daily,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US Government, Australian Government, British Government",US Government by far,Yes,1,1,1,1,1,1,NA,NA,NA,NA,REDACTED,REDACTED,REDACTED,REDACTED,NA,REDACTED,REDACTED,NA,NA,1,NA,1,NA,NA,NA,NA,Most important actor,Very hard,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 2,Yes,REDACTED,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Positive,Improved,No,NA,Somewhat restricted,REDACTED,Viet Nam,2.107142857142857,0,0,6047029.0,232578.03846153847,3904529.0,325377.4166666667,12,1,2,1,TRUE,TRUE,FALSE,Positive,Asia and Oceania,Asia and Oceania,VNM,VNM
1085,Organization 1085,Yes,75,Hong Kong,No,2,2,3,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,Yes,Yes,NA,1,2014-07-23T23:24:00Z,2014-07-23T23:52:00Z,1,1,Online,1,75,Hong Kong,Some,Never,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Don't know,Not too hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Remained constant,No,NA,Not restricted,NA,Hong Kong,1.4285714285714286,1,-1,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,Asia and Oceania,Asia and Oceania,HKG,HKG
1031,Stronger Together,No,185,United Kingdom,No,1,1,100,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Yes,Yes,NA,1,2014-07-23T12:34:00Z,2014-07-24T03:27:00Z,1,1,Online,1,185,United Kingdom,A lot,Weekly,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unaware,Unaware,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Don't know,Very hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Improved,No,NA,A little restricted,As yet no transparency in supply chain legislation,United Kingdom,1.0,0,2,0.0,0.0,NA,NA,2,NA,NA,1,FALSE,FALSE,FALSE,NA,Europe,Europe,GBR,GBR
1423,Organization 1423,Yes,137,Poland,No,2,2,9,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,Yes,Yes,REDACTED,1,2014-07-24T02:46:00Z,2014-07-24T03:34:00Z,1,1,Online,1,137,Poland,Some,Sometimes,1,1,1,1,1,REDACTED,0,1,0,0,0,0,0,0,0,0,0,0,USA,USA,Yes,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,REDACTED,NA,NA,NA,NA,NA,NA,REDACTED,1,NA,1,NA,NA,NA,NA,Somewhat important actor,Somewhat hard,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 1,Yes,REDACTED,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Positive,Improved,No,NA,Don't know,NA,Poland,1.0714285714285714,-1,3,100420.0,6694.666666666667,NA,NA,2,1,1,1,TRUE,TRUE,FALSE,Positive,Europe,Europe,POL,POL
1087,Organization 1087,Yes,161,South Africa,No,1,1,19,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,No,No,REDACTED,1,2014-07-24T03:33:00Z,2014-07-24T03:51:00Z,1,1,Online,1,161,South Africa,Very little,Rarely,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Don't know,Somewhat hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Improved,Yes,No,Very little restricted,NA,South Africa,2.142857142857143,0,6,2162081.0,108104.05,316e3,105333.33333333333,3,NA,NA,1,FALSE,TRUE,FALSE,NA,Africa,Africa,ZAF,ZAF
1473,FXB INDIA SURAKSHA,No,78,India,No,1,1,31,NA,1,1,1,DOMESTIC SERVITUDE,1,1,NA,NA,1,1,1,1,1,POLICY ADVOCACY,Yes,Yes,we would like US government to work more comprehensively with bring together NGO's and central as well as state government working on the issue of Anti-human trafficking.,1,2014-07-24T01:49:00Z,2014-07-24T03:52:00Z,1,1,Online,1,78,India,A lot,Monthly,1,1,NA,1,1,The state government,0,0,1,0,0,0,0,0,0,0,0,0,"US, European Union, UK, Bangladesh, Nepal, Russia, Bhutan, Kyrgyzstan,","EU, Nepal, Bangladesh, US",Yes,1,1,1,1,1,NA,NA,NA,NA,NA,"Every year US government published Trafficking in Person report which include that of India as well. The report specifically highlights the gaps, challenges and specific recommendation for the government of India. It has been effective policy advocacy document arguing for strengthening specific effort and suggest future course of action. In addition, it has been an effective document for Organization like us working in the area of anti-trafficking in India to specially demand for amending current legal framework.",US collaborate with local Indian NGO to organize conferences and workshop on trafficking in India.,"Through Country report, organizing workshop, seminars etc.",USAIDS and US government have invited application for Indian NGO's working in the area of anti-human trafficking in India. FXBIS has been one of the applicants.,NA,Trafficking in Person report which is published every year is one of the effective advocacy document to draw attention of the Indian government.  TIP provides specific recommendation for addressing anti-human trafficking through a  comprehensive and integrated effort.,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Most important actor,Not too hard,1,NA,1,1,"State government, statutory bodies",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 2,Yes,highlighting efforts and challenges to strongly fight against trafficking in Indai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative,Improved,No,NA,Not restricted,NA,India,2.25,0,-1,29537404.0,301402.0816326531,11856135.0,382455.96774193546,5,-1,2,1,FALSE,TRUE,FALSE,NA,Asia and Oceania,Asia and Oceania,IND,IND
1221,Asha Nepal,No,185,United Kingdom,No,3,3,75,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,Physical and mental health,Yes,No,"A lot of your questions centre on the activity of the US in relationship to trafficking in Nepal. We have contacted the Embassy on several occassions with no success, they seem at least ambivalent, at worst dissinterested. Thjis doesn't necessarily throw a bad light on the Us alone as most Embassies show little real interest other than meaningless talk and unsubstantiated promises. We have good relationships with individuals and donor organisations in the US.",2,2014-07-24T04:52:00Z,2014-07-24T05:08:00Z,1,1,Online,1,121,Nepal,A lot,Monthly,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nepal, Switzerland, UK, France",Japan,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Not an important actor,Not too hard,NA,NA,NA,1,"Not known, the US shows little empathy or concern over the trafficking issue in Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Don't know,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Remained constant,No,NA,Very little restricted,NA,Nepal,1.9285714285714286,0,0,15418022.0,513934.06666666665,12565540.0,739149.4117647059,8,NA,0,0,FALSE,TRUE,FALSE,NA,Europe,Asia and Oceania,GBR,NPL
1221,Asha Nepal,No,185,United Kingdom,No,3,3,75,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,Physical and mental health,Yes,No,"A lot of your questions centre on the activity of the US in relationship to trafficking in Nepal. We have contacted the Embassy on several occassions with no success, they seem at least ambivalent, at worst dissinterested. Thjis doesn't necessarily throw a bad light on the Us alone as most Embassies show little real interest other than meaningless talk and unsubstantiated promises. We have good relationships with individuals and donor organisations in the US.",2,2014-07-24T04:52:00Z,2014-07-24T05:08:00Z,1,1,Online,2,78,India,A lot,Rarely,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not an important actor,Not too hard,NA,NA,NA,NA,"Not known, the US shows little empathy or concern over the trafficking issue in Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slowed down,No,NA,Not restricted,NA,India,2.25,0,-1,29537404.0,301402.0816326531,11856135.0,382455.96774193546,5,NA,0,-1,FALSE,FALSE,FALSE,NA,Europe,Asia and Oceania,GBR,IND
1365,Organization 1365,Yes,187,United States,No,1,1,3,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,Yes,No,REDACTED,1,2014-07-24T01:01:00Z,2014-07-24T08:00:00Z,1,1,Online,1,8,Armenia,A lot,Weekly,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The United States of America,The United States of America,Yes,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,REDACTED,NA,REDACTED,REDACTED,REDACTED,NA,1,1,1,NA,NA,NA,NA,Most important actor,Not too hard,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 1,Yes,REDACTED,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Positive,Improved,No,NA,Very little restricted,NA,Armenia,2.076923076923077,-2,8,1728605.0,101682.64705882352,1103605.0,157657.85714285713,9,1,2,1,TRUE,TRUE,TRUE,Positive,Americas,Asia and Oceania,USA,ARM
1137,"Orphan Relief Effort, Inc",No,187,United States,No,3,3,NA,NA,1,NA,1,child marriage,1,NA,NA,NA,1,NA,NA,1,1,helping street children before they become victims,Yes,Yes,NA,1,2014-07-24T08:44:00Z,2014-07-24T09:06:00Z,1,1,Online,1,121,Nepal,A lot,Sometimes,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,NA,Yes,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"They hold conferences for local NGO to attend on how to help stop trafficking,  signs, etc. They put out the word by / Their website",They do a lot through the embassy website,handouts and brochures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Somewhat important actor,Not too hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tier 2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed,Slowed down,No,NA,Not restricted,NA,Nepal,1.9285714285714286,0,0,15418022.0,513934.06666666665,12565540.0,739149.4117647059,8,0,1,-1,FALSE,FALSE,TRUE,Mixed,Americas,Asia and Oceania,USA,NPL
1202,DROITS HUMAINS SANS FRONTIERES,No,47,Democratic Republic of the Congo,No,1,1,25,1,1,1,1,Child trafficking,1,1,1,women,1,1,NA,1,1,legal assistance and advocacy,Yes,No,We need more support from your side in terms of capacity builind for research and other initiatives to prevent and combat human trafficting and extend our work nationally. Lack of financial means is also a big challenge.,1,2014-07-24T07:11:00Z,2014-07-24T09:12:00Z,1,1,Online,1,47,"Congo, the Democratic Republic of the",Some,Sometimes,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA, Sweden, South Africa, Netherlands, UK and Switzerland",USA and UK,Yes,1,1,1,NA,1,NA,1,NA,NA,NA,Through Advocacy and support provided to the  civil society organisations and awareness campaign.,"Usually on the World Day on the human trafficking, the U S Embassy call on the CSOs working on this area for an open dialogue and experiences sharing or campaign to be run nationnaly and in the region especially for child soldiers thtough the USAID","Through the ISAID, US Embassy run in collaboration with the CSOs campaigns and discussions on the human trafficiking phenomenon and support the local initiatives on the subkect",NA,NA,"Every time the USA Ambassador meets the DRC Officials, he alsways mentions the need for the DRC Government to work effectively on the DDR and reinforce the 1325 UNSC Resolution on Women Peace and Seucity which is alsi taking in account this aspect .",NA,USAD participate in the Gender Thematic Group and contributes the National Action on the 1325 UNSC and the National Policy on fighting sexual and Gender Based Violence in the DRC and therefore contribute to all efforts put in place to prevent and combat child and women's traffticking in the country.,NA,1,1,NA,NA,NA,NA,NA,Most important actor,Not too hard,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed,Slowed down,Yes,Yes,Very restricted,The current legal framework is not free enough to operate on the security and peace issues especially when we are dennouncing the lack of action and responsability to protect.,"Congo, the Democratic Republic of the",2.576923076923077,0,3,5408e3,318117.64705882355,292e4,486666.6666666667,11,0,2,-1,FALSE,TRUE,FALSE,Mixed,Africa,Africa,COD,COD
